"","V1","Application","Strain","Insecticide","Dose","Intensity","Subjects","Responded","Mortality_perc","lower","upper","dat"
"173",NA,NA,"Tiassale-13","Permethrin",0.212790792004851,NA,NA,NA,99.9777671757123,99.7853469372302,100,"sim"
"174",NA,NA,"Tiassale-13","Permethrin",0.21539371327826,NA,NA,NA,99.9781900894266,99.7892411117757,100,"sim"
"175",NA,NA,"Tiassale-13","Permethrin",0.218012457781294,NA,NA,NA,99.9786006455874,99.7927975234631,100,"sim"
"176",NA,NA,"Tiassale-13","Permethrin",0.220647025513954,NA,NA,NA,99.9789993209194,99.7962955642898,100,"sim"
"177",NA,NA,"Tiassale-13","Permethrin",0.223297416476239,NA,NA,NA,99.9793865697811,99.7997144031961,100,"sim"
"178",NA,NA,"Tiassale-13","Permethrin",0.22596363066815,NA,NA,NA,99.9797628253789,99.8032285334496,100,"sim"
"179",NA,NA,"Tiassale-13","Permethrin",0.228645668089686,NA,NA,NA,99.9801285009078,99.807462475854,100,"sim"
"180",NA,NA,"Tiassale-13","Permethrin",0.231343528740848,NA,NA,NA,99.9804839906228,99.8109776713776,100,"sim"
"181",NA,NA,"Tiassale-13","Permethrin",0.234057212621636,NA,NA,NA,99.9808296708458,99.8150663354531,100,"sim"
"182",NA,NA,"Tiassale-13","Permethrin",0.236786719732049,NA,NA,NA,99.9811659009127,99.8190519988979,100,"sim"
"183",NA,NA,"Tiassale-13","Permethrin",0.239532050072088,NA,NA,NA,99.9814930240636,99.8229308083027,100,"sim"
"184",NA,NA,"Tiassale-13","Permethrin",0.242293203641752,NA,NA,NA,99.9818113682813,99.8267061749453,100,"sim"
"185",NA,NA,"Tiassale-13","Permethrin",0.245070180441042,NA,NA,NA,99.9821212470799,99.8295696546627,100,"sim"
"186",NA,NA,"Tiassale-13","Permethrin",0.247862980469958,NA,NA,NA,99.9824229602481,99.8322255971846,100,"sim"
"187",NA,NA,"Tiassale-13","Permethrin",0.250671603728499,NA,NA,NA,99.9827167945489,99.8348256286849,100,"sim"
"188",NA,NA,"Tiassale-13","Permethrin",0.253496050216666,NA,NA,NA,99.9830030243799,99.8386941955375,100,"sim"
"189",NA,NA,"Tiassale-13","Permethrin",0.256336319934458,NA,NA,NA,99.9832819123945,99.8414992551348,100,"sim"
"190",NA,NA,"Tiassale-13","Permethrin",0.259192412881876,NA,NA,NA,99.9835537100895,99.8439589860478,100,"sim"
"191",NA,NA,"Tiassale-13","Permethrin",0.262064329058919,NA,NA,NA,99.9838186583582,99.8471320339033,100,"sim"
"192",NA,NA,"Tiassale-13","Permethrin",0.264952068465588,NA,NA,NA,99.9840769880134,99.8494528027245,100,"sim"
