"","Mort_C","Strain","Insecticide"
"245",0.0455691428280776,"VK72014","Permethrin"
"246",0.0581889545221169,"VK72014","Permethrin"
"247",0.0866302565316627,"VK72014","Permethrin"
"248",0.0519656098477388,"VK72014","Permethrin"
"249",0.0366143127100938,"VK72014","Permethrin"
"250",0.0888953543276826,"VK72014","Permethrin"
"251",0.0478472026353549,"VK72014","Permethrin"
"252",0.049917683341465,"VK72014","Permethrin"
"253",0.0926549966215316,"VK72014","Permethrin"
"254",0.0753980298394038,"VK72014","Permethrin"
"255",0.0967109499578139,"VK72014","Permethrin"
"256",0.0925939170081804,"VK72014","Permethrin"
"257",0.0548447192593027,"VK72014","Permethrin"
"258",0.0383861141649693,"VK72014","Permethrin"
"259",0.0479587322222668,"VK72014","Permethrin"
"260",0.043064041094749,"VK72014","Permethrin"
"261",0.0509950743390236,"VK72014","Permethrin"
"262",0.0715082252162338,"VK72014","Permethrin"
"263",0.0675804875356811,"VK72014","Permethrin"
"264",0.0849541030556639,"VK72014","Permethrin"
"265",0.077726788169914,"VK72014","Permethrin"
"266",0.130379540490816,"VK72014","Permethrin"
"267",0.061980501250601,"VK72014","Permethrin"
"268",0.0241622403264068,"VK72014","Permethrin"
"269",0.107116351360472,"VK72014","Permethrin"
"270",0.0630484491860563,"VK72014","Permethrin"
"271",0.0554995601607474,"VK72014","Permethrin"
"272",0.0838443819684387,"VK72014","Permethrin"
"273",0.0951045408561952,"VK72014","Permethrin"
"274",0.0653725241770252,"VK72014","Permethrin"
"275",0.0845586720406908,"VK72014","Permethrin"
"276",0.0797495586738178,"VK72014","Permethrin"
"277",0.0931829111101504,"VK72014","Permethrin"
"278",0.0678827515166887,"VK72014","Permethrin"
"279",0.0649941969167456,"VK72014","Permethrin"
"280",0.090050377854802,"VK72014","Permethrin"
"281",0.0599481916788212,"VK72014","Permethrin"
"282",0.070547386930981,"VK72014","Permethrin"
"283",0.0768575492453135,"VK72014","Permethrin"
"284",0.0971885920577037,"VK72014","Permethrin"
"285",0.0524943594835775,"VK72014","Permethrin"
"286",0.0312821515350752,"VK72014","Permethrin"
"287",0.0367441787505405,"VK72014","Permethrin"
"288",0.0479025298401408,"VK72014","Permethrin"
"289",0.085946036193639,"VK72014","Permethrin"
"290",0.0695589155957724,"VK72014","Permethrin"
"291",0.0911479587942553,"VK72014","Permethrin"
"292",0.0915117331648328,"VK72014","Permethrin"
"293",0.0937449709793228,"VK72014","Permethrin"
"294",0.0553062233286515,"VK72014","Permethrin"
"295",0.0728310967581513,"VK72014","Permethrin"
"296",0.0993904096285014,"VK72014","Permethrin"
"297",0.0779117171774155,"VK72014","Permethrin"
"298",0.0780758642950522,"VK72014","Permethrin"
